Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
1193,2020 Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,2020,Third Party insurance,Petrol,5,57000,First Owner,Automatic,2020,14.8,1497.0,1497.0,12136.0,8.5,6,14.912280701754385
1194,2015 Honda Brio S MT,2015,Comprehensive,Petrol,5,21000,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.9,11,18.571428571428573
1195,2013 Maruti Swift VXI,2013,Third Party,Petrol,5,43415,First Owner,Manual,2013,22.38,1197.0,1197.0,8850.0,4.08,13,9.397673615109985
1196,2017 Hyundai i20 Asta Option 1.4 CRDi,2017,Third Party,Diesel,5,24412,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,7.58,9,31.050303129608388
1197,2021 Kia Carnival Premium,2021,Zero Dep,Diesel,7,45000,First Owner,Automatic,2021,14.11,2199.0,2199.0,1972.0,25.9,5,57.55555555555556
1198,2015 Hyundai Grand i10 Magna,2015,Third Party,Petrol,5,24020,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.8,11,19.983347210657787
1199,2018 Maruti Swift Dzire VXI 1.2,2018,Third Party insurance,Petrol,5,70251,Second Owner,Manual,2018,21.21,1197.0,1197.0,8180.0,5.33,8,7.587080610952158
1200,2018 Honda City VX CVT,2018,Comprehensive,Petrol,5,44000,First Owner,Automatic,2018,18.4,1498.0,1498.0,11935.0,9.9,8,22.5
1201,2021 Maruti Alto 800 LXI S-CNG,2021,Comprehensive,CNG,4,86212,First Owner,Manual,2021,796.0,4036.0,4036.0,60.0,4.2,5,4.871711594673595
1202,2018 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party insurance,Petrol,5,64000,First Owner,Automatic,2018,17.0,1591.0,1591.0,1213.0,9.5,8,14.84375
1203,2015 Hyundai Grand i10 Magna,2015,Third Party insurance,Petrol,5,39458,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.65,11,11.784682447159007
1204,2012 Maruti Swift VDI,2013,Third Party insurance,Diesel,5,70598,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.56,13,5.042635768718661
1205,2017 Honda Amaze S Option i-VTEC,2017,Comprehensive,Petrol,5,94000,First Owner,Manual,2017,17.8,1198.0,1198.0,867.0,4.75,9,5.053191489361702
1206,2016 Hyundai Grand i10 Magna,2016,Third Party insurance,Petrol,5,48325,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.3,10,8.898085876875323
1207,2016 Toyota Corolla Altis VL AT,2016,Comprehensive,Petrol,5,66000,Second Owner,Automatic,2016,14.28,1798.0,1798.0,13803.0,6.5,10,9.848484848484848
1208,2015 Honda City i DTEC V,2015,Comprehensive,Diesel,5,86001,First Owner,Manual,2015,26.0,1498.0,1498.0,986.0,5.75,11,6.685968767805026
1209,2014 Toyota Corolla Altis G AT,2014,Comprehensive,Petrol,5,62000,First Owner,Automatic,2014,14.28,1798.0,1798.0,13803.0,6.9,12,11.129032258064516
1210,2016 Hyundai Verna 1.4 VTVT,2016,Comprehensive,Petrol,5,50000,First Owner,Manual,2016,17.43,1396.0,1396.0,1055.0,6.25,10,12.5
1211,2016 Hyundai Creta 1.6 SX Diesel,2016,Comprehensive,Diesel,5,79000,First Owner,Manual,2016,20.5,1582.0,1582.0,1262.0,9.25,10,11.708860759493671
1212,2017 Maruti Swift Dzire AMT ZDI Plus,2017,Comprehensive,Diesel,5,74002,First Owner,Automatic,2017,28.4,1248.0,1248.0,7402.0,6.75,9,9.121375097970326
1213,2014 Mercedes-Benz S-Class S 500 L,2014,Comprehensive,Petrol,5,74000,First Owner,Automatic,2014,7.81,5461.0,5461.0,3629.0,52.9,12,71.48648648648648
1214,2015 Hyundai Verna 1.6 CRDi S Option,2015,Third Party,Diesel,5,65000,Second Owner,Manual,2015,23.9,1582.0,1582.0,12632.0,5.9,11,9.076923076923077
1215,2021 Hyundai i20 Asta Opt BSVI,2021,Comprehensive,Petrol,5,39718,Second Owner,Manual,2021,21.0,1197.0,1197.0,8180.0,7.58,5,19.084546049650033
1216,2016 Hyundai Grand i10 Magna,2017,Third Party,Petrol,5,67529,First Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.5,9,6.663803699151476
1218,2017 Maruti Baleno 1.2 Delta,2017,Third Party insurance,Petrol,5,88281,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.01,9,5.675060318754885
1219,2016 Hyundai Grand i10 Magna,2016,Third Party,Petrol,5,64160,Second Owner,Manual,2016,1197.0,82.0,82.0,114.0,4.12,10,6.4214463840399
1220,2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Comprehensive,Diesel,5,88000,First Owner,Automatic,2018,16.38,1995.0,1995.0,18246.0,15.5,8,17.613636363636363
1221,2017 Maruti Swift VXI,2017,Zero Dep,Petrol,5,77253,First Owner,Manual,2017,22.38,1197.0,1197.0,8850.0,4.91,9,6.3557402301528745
1222,2013 Audi A4 2.0 TDI,2013,Comprehensive,Diesel,5,72000,First Owner,Automatic,2013,16.55,1968.0,1968.0,14751.0,11.9,13,16.52777777777778
1223,2012 Honda City S,2012,Comprehensive,Petrol,5,102614,First Owner,Manual,2012,16.8,1497.0,1497.0,1164.0,4.01,14,3.907848831543454
1224,2017 Honda City i VTEC SV,2017,Comprehensive,Petrol,5,78911,Second Owner,Manual,2017,17.8,1497.0,1497.0,1173.0,6.37,9,8.072385345515833
1225,2015 BMW X5 xDrive 30d,2015,Comprehensive,Diesel,5,99000,First Owner,Automatic,2015,15.3,2993.0,2993.0,258.0,28.9,11,29.19191919191919
1226,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Third Party,Petrol,5,47975,Second Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.96,9,10.33871808233455
1227,2018 Mercedes-Benz C-Class C 220d Avantgarde Edition C,2018,Comprehensive,Diesel,5,56000,First Owner,Automatic,2018,19.27,2143.0,2143.0,16762.0,29.5,8,52.67857142857143
1229,2015 Mercedes-Benz M-Class ML 250 CDI,2015,Comprehensive,Diesel,5,78000,First Owner,Automatic,2015,15.26,2143.0,2143.0,2032.0,23.9,11,30.641025641025642
1230,2015 BMW X6 xDrive 40d M Sport,2015,Comprehensive,Diesel,5,75000,Second Owner,Automatic,2015,15.87,2993.0,2993.0,30843.0,32.9,11,43.86666666666667
1231,2020 Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,2020,Comprehensive,Diesel,5,44000,First Owner,Automatic,2020,1999.0,2454.0,2454.0,430.0,53.5,6,121.5909090909091
1232,2019 Maruti Celerio ZXI AMT BSIV,2019,Comprehensive,Petrol,5,42000,First Owner,Automatic,2019,23.1,998.0,998.0,6704.0,4.5,7,10.714285714285714
1235,2015 Hyundai Grand i10 Magna,2015,Third Party insurance,Petrol,5,64657,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.02,11,6.217424254141082
1236,2018 Honda Jazz 1.2 V AT i VTEC,2018,Comprehensive,Petrol,5,100657,First Owner,Automatic,2018,19.0,1199.0,1199.0,887.0,5.67,8,5.6329912475039
1237,2018 Hyundai Creta 1.6 VTVT AT SX Plus,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,13.0,1591.0,1591.0,1213.0,10.9,8,34.0625
1238,2012 Honda Brio S MT,2012,Third Party,Petrol,5,50570,First Owner,Manual,2012,19.4,1198.0,1198.0,868.0,2.8,14,5.53687957286929
1239,2016 Hyundai Grand i10 Asta,2016,Third Party,Petrol,5,42392,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,5.13,10,12.101339875448197
1240,2014 Ford Ecosport 1.5 DV5 MT Titanium,2014,Third Party insurance,Diesel,5,78000,Second Owner,Manual,2014,22.7,1498.0,1498.0,8984.0,3.75,12,4.8076923076923075
1241,2015 Hyundai Grand i10 Magna,2016,Third Party,Petrol,5,62155,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.19,10,6.741211487410507
1243,2016 Hyundai i20 Asta Option 1.4 CRDi,2016,Comprehensive,Diesel,5,94822,Third Owner,Manual,2016,22.54,1396.0,1396.0,8873.0,5.43,10,5.726519162219738
1244,2016 Hyundai EON Era Plus,2016,Third Party insurance,Petrol,5,59422,First Owner,Manual,2016,814.0,552.0,552.0,745.0,2.91,10,4.897176130052842
1245,2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,5,82000,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,13.9,6,16.951219512195124
1246,2017 Hyundai Verna VTVT 1.6 AT SX Option,2018,Third Party,Petrol,5,70727,Second Owner,Automatic,2017,17.0,1591.0,1591.0,1213.0,9.12,8,12.894651264722098
1247,2020 Kia Seltos HTX IVT,2020,Comprehensive,Petrol,5,79000,First Owner,Automatic,2020,1497.0,11343.0,11343.0,144.0,12.9,6,16.329113924050635
1251,2016 Mahindra TUV 300 T8 AMT,2016,Comprehensive,Diesel,7,70000,First Owner,Automatic,2016,18.49,1493.0,1493.0,100.0,6.15,10,8.785714285714286
1252,2017 BMW X1 sDrive20d Expedition,2017,Comprehensive,Diesel,5,61000,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.75,9,32.377049180327866
1253,2014 Honda Amaze EX i-Vtech,2014,Comprehensive,Petrol,5,92000,First Owner,Manual,2014,18.0,1198.0,1198.0,867.0,3.6,12,3.9130434782608696
1254,2016 Honda BR-V i-VTEC S MT,2016,Third Party insurance,Petrol,7,58857,First Owner,Manual,2016,15.4,1497.0,1497.0,1173.0,6.5,10,11.043716125524577
1255,2016 Maruti Wagon R VXI BS IV,2016,Comprehensive,Petrol,5,68237,First Owner,Manual,2016,20.51,998.0,998.0,6704.0,3.89,10,5.700719550976743
1256,2021 Maruti Baleno Zeta,2021,Zero Dep,Petrol,5,31237,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.27,5,23.273681851650288
1257,2017 Hyundai Xcent 1.2 VTVT E Plus,2017,Third Party insurance,Petrol,5,45000,First Owner,Manual,2017,20.14,1197.0,1197.0,8186.0,4.95,9,11.0
1258,2012 Maruti Swift VDI,2012,Third Party,Diesel,5,93027,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,3.71,14,3.9880894793984543
1259,2014 Maruti Swift Dzire VDI,2014,Third Party,Diesel,5,122688,Second Owner,Manual,2014,23.4,1248.0,1248.0,74.0,4.22,12,3.43961919666145
1260,2020 Honda Amaze S i-DTEC,2020,Comprehensive,Diesel,5,53000,First Owner,Manual,2020,25.8,1498.0,1498.0,986.0,6.75,6,12.735849056603774
1261,2019 Maruti Celerio X ZXI,2019,Zero Dep,Petrol,5,60464,First Owner,Manual,2019,21.63,998.0,998.0,6705.0,4.6,7,7.607832759989415
1263,2014 Honda City i VTEC SV,2014,Third Party,Petrol,5,40171,First Owner,Manual,2014,17.4,1497.0,1497.0,1173.0,5.17,12,12.869980831943442
1264,2018 Honda Amaze S i-VTEC,2019,Third Party,Petrol,5,122223,First Owner,Manual,2018,17.8,1198.0,1198.0,867.0,5.8,7,4.7454243472996085
1265,2010 Hyundai i10 Magna 1.1,2010,Third Party insurance,Petrol,5,44000,First Owner,Manual,2010,1086.0,6805.0,6805.0,9904.0,2.4,16,5.454545454545454
1266,2015 Hyundai Grand i10 AT Asta,2015,Third Party,Petrol,5,77299,Second Owner,Automatic,2015,18.9,1197.0,1197.0,82.0,4.79,11,6.196716645752209
1267,2019 Tata Harrier XT Plus,2019,Comprehensive,Diesel,5,39000,First Owner,Manual,2019,16.35,1956.0,1956.0,16767.0,13.95,7,35.76923076923077
1269,2022 MG Astor Sharp EX BSVI,2022,Zero Dep,Petrol,5,29000,First Owner,Manual,2022,15.43,1498.0,1498.0,10849.0,12.9,4,44.48275862068966
1270,2017 Honda Jazz 1.2 S i VTEC,2017,Comprehensive,Petrol,5,60000,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,4.75,9,7.916666666666667
1271,2017 Hyundai i20 1.4 Asta,2017,Comprehensive,Diesel,5,80000,First Owner,Manual,2017,22.54,1396.0,1396.0,8873.0,6.9,9,8.625
1272,2015 Ford Ecosport 1.5 Diesel Titanium,2015,Comprehensive,Diesel,5,78000,First Owner,Manual,2015,21.7,1498.0,1498.0,9896.0,5.5,11,7.051282051282051
1273,2016 Honda Amaze S Diesel,2016,Comprehensive,Diesel,5,58000,First Owner,Manual,2016,24.7,1498.0,1498.0,9789.0,5.5,10,9.482758620689655
1274,2015 Hyundai Grand i10 CRDi Magna,2015,Third Party insurance,Diesel,5,67000,First Owner,Manual,2015,1120.0,70.0,70.0,160.0,4.25,11,6.343283582089552
1275,2014 Maruti Swift LXI,2014,Comprehensive,Petrol,5,44019,Second Owner,Manual,2014,18.6,1197.0,1197.0,858.0,3.15,12,7.156000817828665
1276,2021 Maruti Celerio ZXI Plus BSVI,2021,Comprehensive,Petrol,5,11962,First Owner,Manual,2021,24.97,998.0,998.0,6571.0,5.69,5,47.56729643872262
1278,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,13066,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.69,6,28.241236797795807
1279,2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,5,36015,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,3.61,10,10.023601277245593
1280,2021 Hyundai i20 Sportz IVT BSVI,2021,Third Party insurance,Petrol,5,14000,Second Owner,Automatic,2021,19.65,1197.0,1197.0,8676.0,6.99,5,49.92857142857143
1281,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,11880,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.74,6,39.898989898989896
1282,2009 Hyundai i10 Era,2009,Comprehensive,Petrol,5,35000,Second Owner,Manual,2009,1086.0,6805.0,6805.0,9904.0,2.25,17,6.428571428571429
1283,2015 Maruti Ertiga LDI,2015,Comprehensive,Diesel,7,65018,First Owner,Manual,2015,1248.0,8850.0,8850.0,200.0,4.75,11,7.305669199298656
1284,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,28061,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.43,6,12.22337051423684
1285,2019 Renault Duster RXS Option CVT BSIV,2019,Third Party insurance,Petrol,5,40300,First Owner,Automatic,2019,13.9,1498.0,1498.0,105.0,6.5,7,16.129032258064516
1286,2019 Maruti Alto K10 VXI,2019,Comprehensive,Petrol,5,58231,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.32,7,5.701430509522419
1288,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Third Party insurance,Petrol,5,13000,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,8.9,5,68.46153846153847
1289,2020 Maruti Alto 800 VXI BSVI,2020,Comprehensive,Petrol,5,32997,First Owner,Manual,2020,22.05,796.0,796.0,4733.0,3.39,6,10.273661241931084
1290,2015 Honda Jazz 1.2 VX i VTEC,2015,Comprehensive,Petrol,5,41203,First Owner,Manual,2015,18.7,1199.0,1199.0,887.0,3.99,11,9.683760891197243
1292,2019 Ford Aspire Titanium Plus BSIV,2019,Comprehensive,Petrol,5,6818,First Owner,Manual,2019,19.4,1194.0,1194.0,9493.0,5.4,7,79.2021120563215
1293,2016 Honda City i DTec SV,2016,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,10,12.5
1294,2019 Honda City i-DTEC ZX,2019,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,7,29.965753424657535
1295,2011 Hyundai i10 Magna 1.1L,2011,Comprehensive,Petrol,5,16016,First Owner,Manual,2011,1086.0,6805.0,6805.0,9904.0,1.85,15,11.55094905094905
1296,2020 Maruti S-Presso VXI Plus 2019-2022,2020,Comprehensive,Petrol,5,26638,First Owner,Manual,2020,21.7,998.0,998.0,6571.0,4.19,6,15.729409114798411
1297,2016 Honda City i DTec SV,2016,Comprehensive,Diesel,5,44000,First Owner,Manual,2016,26.0,1498.0,1498.0,986.0,5.5,10,12.5
1298,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,18930,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.79,6,25.303750660327523
1299,2019 Porsche Cayenne Base,2019,Third Party insurance,Petrol,5,5700,First Owner,Automatic,2019,2995.0,340.0,340.0,450.0,1.05,7,18.42105263157895
1300,2019 Honda City i-DTEC ZX,2019,Third Party insurance,Diesel,5,29200,First Owner,Manual,2019,25.6,1498.0,1498.0,979.0,8.75,7,29.965753424657535
1301,2019 Maruti Wagon R CNG LXI,2019,Comprehensive,CNG,5,26580,First Owner,Manual,2019,998.0,5833.0,5833.0,78.0,4.49,7,16.892400300978178
1302,2018 Honda BR-V i-VTEC V MT,2018,Comprehensive,Petrol,7,35000,First Owner,Manual,2018,15.4,1497.0,1497.0,1173.0,7.45,8,21.285714285714285
1303,2018 Audi Q3 30 TFSI Premium FWD,2018,Comprehensive,Petrol,5,32000,First Owner,Automatic,2018,16.9,1395.0,1395.0,14751.0,21.0,8,65.625
1304,2019 Hyundai Creta 1.6 SX Automatic Diesel,2019,Comprehensive,Diesel,5,68499,First Owner,Automatic,2019,17.6,1582.0,1582.0,1262.0,10.83,7,15.81044978758814
1305,2018 Ford Ecosport 1.5 Diesel Titanium BSIV,2018,Comprehensive,Diesel,5,53750,First Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,6.85,8,12.744186046511627
1306,2019 Maruti Alto 800 VXI BSVI,2019,Comprehensive,Petrol,5,48341,First Owner,Manual,2019,22.05,796.0,796.0,4733.0,3.03,7,6.267971287313047
1307,2018 Lamborghini Urus V8,2018,Third Party insurance,Petrol,5,25000,First Owner,Automatic,2018,3996.0,641.0,641.0,850.0,3.6,8,14.4
1308,2018 Maruti Wagon R VXI 1.2 BSIV,2018,Comprehensive,Petrol,5,34260,First Owner,Manual,2018,21.5,1197.0,1197.0,8180.0,3.95,8,11.529480443666083
1309,2018 Ford Ecosport 1.5 Diesel Trend BSIV,2018,Comprehensive,Diesel,5,48380,Second Owner,Manual,2018,23.0,1498.0,1498.0,9896.0,5.83,8,12.05043406366267
1310,2018 Hyundai Creta 1.6 CRDi SX Plus,2018,Third Party insurance,Diesel,5,52000,First Owner,Manual,2018,19.67,1582.0,1582.0,1262.0,9.95,8,19.134615384615383
1311,2016 Maruti Omni E MPI STD,2016,Comprehensive,Petrol,8,23022,Second Owner,Manual,2016,796.0,342.0,342.0,59.0,2.25,10,9.773260359655982
1312,2019 Maruti Alto K10 VXI Optional,2019,Comprehensive,Petrol,5,26610,First Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.65,7,13.716647876738069
1313,2018 Maruti Ertiga 1.5 VDI,2018,Comprehensive,Diesel,7,66019,First Owner,Manual,2018,24.2,1498.0,1498.0,9387.0,7.75,8,11.739044820430482
1314,2014 Maruti Alto K10 2010-2014 VXI,2014,Comprehensive,Petrol,5,42320,First Owner,Manual,2014,998.0,671.0,671.0,90.0,2.29,12,5.411153119092628
1315,2020 Maruti Wagon R CNG LXI,2020,Comprehensive,CNG,5,25484,First Owner,Manual,2020,998.0,5833.0,5833.0,78.0,4.77,6,18.717626746193687
1316,2013 Maruti Zen Estilo LXI,2015,Comprehensive,Petrol,5,25171,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.22,11,8.819673433713401
1317,2011 Hyundai i20 1.4 CRDi Asta,2011,Comprehensive,Diesel,5,78006,Second Owner,Manual,2011,23.0,1396.0,1396.0,904000.0,2.55,15,3.268979309283901
1318,2018 Nissan Micra XL CVT,2019,Comprehensive,Petrol,5,21607,First Owner,Automatic,2018,19.34,1198.0,1198.0,7594.0,4.7,7,21.752209931966494
1319,2019 Kia Seltos GTX Plus DCT,2019,Comprehensive,Petrol,5,52162,First Owner,Automatic,2019,16.5,1353.0,1353.0,13808.0,11.92,7,22.851884513630612
1320,2016 BMW 7 Series 730Ld Design Pure Excellence,2016,Comprehensive,Diesel,5,23435,First Owner,Automatic,2016,16.77,2993.0,2993.0,26149.0,45.0,10,192.02048218476637
1321,2021 Skoda Kushaq 1.0 TSI Style BSVI,2021,Comprehensive,Petrol,5,20336,First Owner,Manual,2021,19.2,999.0,999.0,11398.0,12.81,5,62.991738788355626
1322,2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2018,Comprehensive,Diesel,5,68591,First Owner,Manual,2018,25.1,1248.0,1248.0,885.0,6.75,8,9.840941231356883
1323,2014 Maruti Swift VDI BSIV,2014,Comprehensive,Diesel,5,65341,First Owner,Manual,2014,25.2,1248.0,1248.0,74.0,3.44,12,5.264688327390153
1324,2017 Datsun RediGO 1.0 T Option,2017,Comprehensive,Petrol,5,23329,First Owner,Manual,2017,22.5,999.0,999.0,67.0,2.72,9,11.6593081572292
1325,2015 Honda City i DTEC VX,2015,Comprehensive,Diesel,5,84000,First Owner,Manual,2015,25.1,1498.0,1498.0,986.0,5.25,11,6.25
1326,2018 Toyota Corolla Altis 1.4 DG,2018,Comprehensive,Diesel,5,19000,First Owner,Manual,2018,21.43,1364.0,1364.0,8679.0,14.95,8,78.6842105263158
1327,2013 Maruti Ritz LDi,2013,Comprehensive,Diesel,5,100500,Third Owner,Manual,2013,1248.0,7394.0,7394.0,190.0,2.45,13,2.437810945273632
1328,2019 Ford Ecosport 1.5 Diesel Titanium BSIV,2019,Third Party insurance,Diesel,5,58500,First Owner,Manual,2019,23.0,1498.0,1498.0,9896.0,6.65,7,11.367521367521368
1329,2018 Volvo S60 Cross Country D4 AWD BSIV,2018,Comprehensive,Diesel,5,66455,First Owner,Automatic,2018,19.6,2400.0,2400.0,190.0,19.35,8,29.117447897073212
1330,2023 Maruti Celerio ZXI Plus,2023,Comprehensive,Petrol,5,1229,First Owner,Manual,2023,24.97,998.0,998.0,6571.0,5.9,3,480.06509357200974
1331,2022 Audi Q5 Premium plus BSVI,2022,Third Party insurance,Petrol,5,12100,First Owner,Automatic,2022,245.59,370.0,370.0,19.0,50.0,4,413.22314049586777
1332,2021 Kia Sonet HTX Turbo DCT,2021,Comprehensive,Petrol,5,26597,First Owner,Automatic,2021,18.2,998.0,998.0,11835.0,9.25,5,34.77835846148062
1333,2015 Maruti Swift VXI BSIV,2015,Comprehensive,Petrol,5,73616,First Owner,Manual,2015,22.0,1197.0,1197.0,8180.0,3.75,11,5.094001304064334
1334,2011 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,53657,First Owner,Manual,2011,18.5,1197.0,1197.0,805200.0,2.63,14,4.901503997614477
1335,2014 Hyundai EON D Lite Plus,2014,Comprehensive,Petrol,5,37016,First Owner,Manual,2014,814.0,552.0,552.0,745.0,2.05,12,5.538145666738707
1336,2017 Honda Jazz 1.2 SV i VTEC,2017,Comprehensive,Petrol,5,62466,First Owner,Manual,2017,18.7,1199.0,1199.0,887.0,3.9,9,6.2433964076457595
1337,2021 Hyundai Grand i10 Nios Sportz,2021,Comprehensive,Petrol,5,20041,First Owner,Manual,2021,20.7,1197.0,1197.0,8186.0,6.19,5,30.88668230128237
1338,2017 Maruti Swift VXI,2017,Comprehensive,Petrol,5,49000,First Owner,Manual,2017,21.21,1197.0,1197.0,8180.0,3.65,9,7.448979591836735
1339,2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,5,44669,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,3.79,12,8.484631399852246
1340,2019 Hyundai Grand i10 Nios AMT Sportz,2019,Comprehensive,Petrol,5,28500,First Owner,Automatic,2019,20.7,1197.0,1197.0,8186.0,5.45,7,19.12280701754386
1341,2014 Maruti Wagon R VXi BSII,2014,Comprehensive,Petrol,5,19843,First Owner,Manual,2014,998.0,671.0,671.0,90.0,3.05,12,15.370659678476036
1342,2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,5,44800,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,3.81,12,8.504464285714286
1343,2016 Maruti Swift VXI,2016,Comprehensive,Petrol,5,44275,First Owner,Manual,2016,21.21,1197.0,1197.0,8180.0,3.75,10,8.46979107848673
1344,2020 Maruti Swift VXI,2020,Comprehensive,Petrol,5,27012,First Owner,Manual,2020,21.21,1197.0,1197.0,8180.0,5.45,6,20.17621797719532
1345,2018 Maruti Wagon R VXI AMT 1.2,2018,Comprehensive,Petrol,5,35629,First Owner,Automatic,2018,20.52,1197.0,1197.0,8180.0,4.25,8,11.928485222711835
1346,2017 Maruti Alto K10 VXI,2017,Comprehensive,Petrol,5,37009,First Owner,Manual,2017,23.95,998.0,998.0,6705.0,2.75,9,7.4306249831122155
1347,2011 Hyundai i10 Sportz AT,2011,Comprehensive,Petrol,5,28000,First Owner,Automatic,2011,16.95,1197.0,1197.0,789.0,2.7,15,9.642857142857142
1348,2014 Hyundai i10 Sportz 1.1L,2014,Comprehensive,Petrol,5,46022,First Owner,Manual,2014,19.81,1086.0,1086.0,6805.0,2.35,12,5.106253530919995
1350,2018 Maruti Ertiga BSIV VXI,2018,Comprehensive,Petrol,7,22302,First Owner,Manual,2018,17.5,1373.0,1373.0,911.0,6.9,8,30.93892924401399
1351,2021 Audi Q8 55 TFSI Quattro BSVI,2021,Third Party insurance,Petrol,5,17000,Second Owner,Automatic,2021,9.8,2995.0,2995.0,340.0,80.0,5,470.5882352941176
1352,2023 Tata Harrier XZA Plus Red Dark Diesel AT BSVI,2023,Comprehensive,Diesel,5,7400,First Owner,Automatic,2023,14.6,1956.0,1956.0,16767.0,20.25,3,273.64864864864865
1353,2018 Datsun RediGO T Option,2018,Comprehensive,Petrol,5,17024,Second Owner,Manual,2018,22.7,799.0,799.0,5364.0,2.72,8,15.977443609022556
1354,2014 Toyota Etios Liva VXD,2014,Comprehensive,Diesel,5,71649,First Owner,Manual,2014,23.59,1364.0,1364.0,6704.0,3.32,12,4.63370040056386
1355,2022 Maruti Wagon R LXI,2022,Comprehensive,Petrol,5,9016,First Owner,Manual,2022,998.0,6705.0,6705.0,90.0,5.05,4,56.01153504880213
1356,2015 Toyota Etios V,2015,Comprehensive,Petrol,5,44999,First Owner,Manual,2015,16.78,1496.0,1496.0,8873.0,3.74,11,8.31129580657348
1357,2016 Renault Duster 85PS Diesel RxS,2016,Comprehensive,Diesel,5,78106,First Owner,Manual,2016,19.87,1461.0,1461.0,838.0,5.1,10,6.529587995800578
1358,2015 Hyundai EON Era Plus,2015,Comprehensive,Petrol,5,34016,First Owner,Manual,2015,814.0,552.0,552.0,745.0,2.15,11,6.320555032925682
1359,2014 Maruti Swift VDI BSIV,2014,Comprehensive,Diesel,5,85692,First Owner,Manual,2014,25.2,1248.0,1248.0,74.0,3.47,12,4.0493861737385055
1360,2021 Tata Nexon XM BSVI,2021,Third Party insurance,Petrol,5,6500,First Owner,Manual,2021,17.33,1199.0,1199.0,11835.0,7.98,5,122.76923076923077
1361,2021 Hyundai Venue SX Turbo,2021,Comprehensive,Petrol,5,35080,First Owner,Manual,2021,18.27,998.0,998.0,11835.0,8.99,5,25.627137970353477
1362,2016 Volkswagen Polo 1.2 MPI Comfortline,2016,Comprehensive,Petrol,5,77727,First Owner,Manual,2016,16.2,1199.0,1199.0,74.0,3.77,10,4.85030941629035
1363,2014 Hyundai i20 Sportz 1.2,2014,Comprehensive,Petrol,5,43000,First Owner,Manual,2014,18.5,1197.0,1197.0,8285.0,3.49,12,8.116279069767442
1364,2019 Hyundai Grand i10 Sportz Petrol BSIV,2019,Comprehensive,Petrol,5,30000,First Owner,Manual,2019,18.9,1197.0,1197.0,8186.0,4.25,7,14.166666666666666
