Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),car_age,price_per_km
175,2022 Volvo XC40 T4 R-Design,2022,Zero Dep,Petrol,5,16433,First Owner,Automatic,2022,1969.0,18740.0,18740.0,300.0,43.75,0,0.022219400711020822
176,2018 BMW X1 sDrive20i xLine,2018,Third Party insurance,Petrol,5,17860,First Owner,Automatic,2018,15.71,1998.0,1998.0,189.0,29.9,0,1.9032463399108845
177,2020 Toyota Innova Crysta 2.8 ZX AT BSIV,2020,Comprehensive,Diesel,7,52000,First Owner,Automatic,2020,11.36,2755.0,2755.0,1715.0,22.5,0,1.9806338028169015
178,2020 Mercedes-Benz C-Class Progressive C 220d,2020,Comprehensive,Diesel,5,30000,First Owner,Automatic,2020,12.6,1950.0,1950.0,194.0,37.5,0,2.9761904761904763
179,2021 Hyundai i20 N-Line N8 DCT BSVI,2022,Comprehensive,Petrol,5,16684,First Owner,Automatic,2021,20.25,998.0,998.0,11841.0,11.11,1,0.5486419753086419
180,2019 Mercedes-Benz AMG C43 4MATIC Coupe,2019,Comprehensive,Petrol,5,30000,First Owner,Automatic,2019,2996.0,38487.0,38487.0,520.0,67.0,0,0.022363150867823766
181,2012 Maruti Swift LXI BSIV,2012,Comprehensive,Petrol,5,92543,First Owner,Manual,2012,1197.0,8180.0,8180.0,113.0,2.74,0,0.0022890559732665
182,2021 Mahindra XUV700 AX7 AT Luxury Pack BSVI,2021,Comprehensive,Petrol,7,25000,First Owner,Automatic,2021,1999.0,19713.0,19713.0,380.0,24.75,0,0.012381190595297648
183,2016 Ford Ecosport 1.5 Diesel Titanium Plus,2016,Comprehensive,Diesel,5,59870,First Owner,Manual,2016,21.7,1498.0,1498.0,9896.0,4.95,0,0.22811059907834103
184,2016 Hyundai i20 Sportz 1.2,2016,Comprehensive,Petrol,5,62700,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,5.22,0,0.2806451612903225
185,2019 Kia Seltos HTX Plus AT D,2019,Third Party insurance,Diesel,5,42132,First Owner,Automatic,2019,17.8,1493.0,1493.0,1134.0,14.75,0,0.8286516853932584
186,2018 Mercedes-Benz CLA 200 CGI Sport,2018,Third Party insurance,Petrol,5,32000,First Owner,Automatic,2018,15.04,1991.0,1991.0,183.0,25.75,0,1.7121010638297873
187,2010 Maruti A-Star Zxi,2010,Comprehensive,Petrol,5,58873,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.82,0,0.09578947368421054
188,2018 Renault Duster Petrol RXS CVT,2018,Comprehensive,Petrol,5,10000,First Owner,Automatic,2018,14.99,1498.0,1498.0,1045.0,7.95,0,0.5303535690460307
189,2022 Tata Altroz XZ Plus BSVI,2023,Comprehensive,Petrol,5,14069,First Owner,Manual,2022,19.33,1199.0,1199.0,8683.0,8.24,1,0.42628039317123645
191,2014 Renault Duster RXL AWD,2014,Third Party insurance,Diesel,5,80000,First Owner,Manual,2014,19.01,1461.0,1461.0,10845.0,2.85,0,0.1499210941609679
192,2016 Honda City i VTEC V,2016,Comprehensive,Petrol,5,57453,First Owner,Manual,2016,17.8,1497.0,1497.0,1173.0,6.24,0,0.350561797752809
195,2022 Volvo XC40 T4 R-Design,2022,Zero Dep,Petrol,5,16433,First Owner,Automatic,2022,1969.0,18740.0,18740.0,300.0,43.75,0,0.022219400711020822
196,2018 BMW X1 sDrive20i xLine,2018,Third Party insurance,Petrol,5,17860,First Owner,Automatic,2018,15.71,1998.0,1998.0,189.0,29.9,0,1.9032463399108845
197,2020 Toyota Innova Crysta 2.8 ZX AT BSIV,2020,Comprehensive,Diesel,7,52000,First Owner,Automatic,2020,11.36,2755.0,2755.0,1715.0,22.5,0,1.9806338028169015
198,2019 Mercedes-Benz S-Class S 350 d,2020,Comprehensive,Diesel,5,27200,First Owner,Automatic,2019,13.5,2925.0,2925.0,28161.0,77.0,1,5.703703703703703
199,2014 Hyundai Grand i10 Asta Option,2014,Comprehensive,Petrol,5,25260,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,4.37,0,0.23121693121693124
200,2019 BMW 5 Series 520d Luxury Line,2020,Zero Dep,Diesel,5,21421,Second Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,45.9,1,2.2533136966126657
201,2015 Hyundai i10 Sportz,2015,Comprehensive,Petrol,5,70215,First Owner,Manual,2015,20.36,1197.0,1197.0,789.0,3.08,0,0.1512770137524558
202,2022 Hyundai Alcazar Platinum (O) Diesel AT,2022,Comprehensive,Diesel,6,32900,First Owner,Automatic,2022,23.8,1493.0,1493.0,11398.0,20.0,0,0.8403361344537815
203,2021 Mercedes-Benz C-Class Progressive C 200,2021,Third Party insurance,Petrol,5,40045,First Owner,Automatic,2021,11.9,1950.0,1950.0,20115.0,43.9,0,3.6890756302521006
204,2010 Maruti A-Star Vxi,2011,Comprehensive,Petrol,5,75000,First Owner,Manual,2010,19.0,998.0,998.0,661.0,1.68,1,0.08842105263157894
205,2019 Mercedes-Benz C-Class Progressive C 200,2021,Third Party insurance,Petrol,5,32325,First Owner,Automatic,2019,11.9,1950.0,1950.0,20115.0,44.9,2,3.773109243697479
206,2021 MG Gloster Savvy 6-Str,2021,Third Party insurance,Diesel,6,68000,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,33.0,0,2.661290322580645
207,2015 Hyundai Grand i10 Nios AMT Asta,2015,Comprehensive,Petrol,5,78501,First Owner,Automatic,2015,20.7,1197.0,1197.0,8186.0,3.94,0,0.19033816425120773
208,2018 Land Rover Discovery Sport Petrol SE 7S,2019,Zero Dep,Petrol,7,46853,First Owner,Automatic,2018,12.83,1997.0,1997.0,23736.0,45.9,1,3.5775526110678095
209,2021 Maruti Baleno Zeta,2021,Comprehensive,Petrol,5,27114,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.18,0,0.3417420276059019
211,2017 Hyundai Creta 1.6 VTVT AT SX Plus,2017,Third Party insurance,Petrol,5,88000,First Owner,Automatic,2017,13.0,1591.0,1591.0,1213.0,8.65,0,0.6653846153846155
212,2013 Maruti Swift Dzire VXI,2013,Comprehensive,Petrol,5,58382,First Owner,Manual,2013,19.1,1197.0,1197.0,858.0,3.54,0,0.18534031413612564
215,2020 Mercedes-Benz C-Class Progressive C 200,2020,Zero Dep,Petrol,5,32628,First Owner,Automatic,2020,11.9,1950.0,1950.0,20115.0,41.9,0,3.5210084033613445
216,2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,36.0,0,2.903225806451613
217,2014 Hyundai Grand i10 Magna,2014,Comprehensive,Petrol,5,67264,Second Owner,Manual,2014,1197.0,82.0,82.0,114.0,3.27,0,0.002731829573934837
218,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,2019,Zero Dep,Diesel,6,17000,First Owner,Automatic,2019,16.0,1950.0,1950.0,16092.0,65.0,0,4.0625
219,2013 Maruti Wagon R LXI CNG,2013,Comprehensive,CNG,5,77584,Second Owner,Manual,2013,26.6,998.0,998.0,5816.0,2.8,0,0.10526315789473684
220,2016 Mercedes-Benz S-Class Maybach S500,2016,Comprehensive,Petrol,4,50000,First Owner,Automatic,2016,7.81,4663.0,4663.0,459.0,98.5,0,12.612035851472472
222,2013 Maruti Swift LXI BSIV,2013,Comprehensive,Petrol,5,71977,Second Owner,Manual,2013,1197.0,8180.0,8180.0,113.0,2.94,0,0.002456140350877193
223,2017 Maruti Ignis 1.2 Zeta BSIV,2017,Comprehensive,Petrol,5,52690,Second Owner,Manual,2017,20.89,1197.0,1197.0,8180.0,4.2,0,0.20105313547151749
224,2022 Hyundai Creta SX Opt IVT,2022,Comprehensive,Petrol,5,11900,First Owner,Automatic,2022,14.0,1497.0,1497.0,11318.0,18.25,0,1.3035714285714286
225,2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,5,53747,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.77,0,0.31021505376344083
226,2019 BMW X3 xDrive 20d Luxury Line,2020,Zero Dep,Diesel,5,32321,First Owner,Automatic,2019,16.55,1995.0,1995.0,1877.0,49.9,1,3.015105740181269
227,2015 Honda Brio S MT,2015,Comprehensive,Petrol,5,55485,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.35,0,0.17268041237113405
229,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,2018,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15.8,1997.0,1997.0,247.0,59.75,0,3.781645569620253
230,2017 Maruti Baleno 1.2 Zeta,2017,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.44,0,0.25420560747663556
236,2021 MG Gloster Savvy 6-Str,2021,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996.0,1996.0,21501.0,36.0,0,2.903225806451613
237,2014 Hyundai Grand i10 Magna,2014,Comprehensive,Petrol,5,67264,Second Owner,Manual,2014,1197.0,82.0,82.0,114.0,3.27,0,0.002731829573934837
238,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,2019,Zero Dep,Diesel,6,17000,First Owner,Automatic,2019,16.0,1950.0,1950.0,16092.0,65.0,0,4.0625
239,2013 Maruti Wagon R LXI CNG,2013,Comprehensive,CNG,5,77584,Second Owner,Manual,2013,26.6,998.0,998.0,5816.0,2.8,0,0.10526315789473684
240,2016 Mercedes-Benz S-Class Maybach S500,2016,Comprehensive,Petrol,4,50000,First Owner,Automatic,2016,7.81,4663.0,4663.0,459.0,98.5,0,12.612035851472472
242,2013 Maruti Swift LXI BSIV,2013,Comprehensive,Petrol,5,71977,Second Owner,Manual,2013,1197.0,8180.0,8180.0,113.0,2.94,0,0.002456140350877193
243,2017 Maruti Ignis 1.2 Zeta BSIV,2017,Comprehensive,Petrol,5,52690,Second Owner,Manual,2017,20.89,1197.0,1197.0,8180.0,4.2,0,0.20105313547151749
244,2022 Hyundai Creta SX Opt IVT,2022,Comprehensive,Petrol,5,11900,First Owner,Automatic,2022,14.0,1497.0,1497.0,11318.0,18.25,0,1.3035714285714286
245,2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,5,53747,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.77,0,0.31021505376344083
246,2019 BMW X3 xDrive 20d Luxury Line,2020,Zero Dep,Diesel,5,32321,First Owner,Automatic,2019,16.55,1995.0,1995.0,1877.0,49.9,1,3.015105740181269
247,2015 Honda Brio S MT,2015,Comprehensive,Petrol,5,55485,First Owner,Manual,2015,19.4,1198.0,1198.0,868.0,3.35,0,0.17268041237113405
249,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,2018,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15.8,1997.0,1997.0,247.0,59.75,0,3.781645569620253
250,2017 Maruti Baleno 1.2 Zeta,2017,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.44,0,0.25420560747663556
256,2022 Mahindra Scorpio N Z8L AT BSVI,2022,Comprehensive,Petrol,7,8000,First Owner,Automatic,2022,1997.0,200.0,200.0,380.0,24.0,0,0.012018027040560842
257,2014 Maruti Wagon R VXi BSII,2014,Comprehensive,Petrol,5,33841,First Owner,Manual,2014,998.0,671.0,671.0,90.0,3.17,0,0.0031763527054108217
259,2023 Volkswagen Virtus Topline BSVI,2023,Comprehensive,Petrol,5,9246,First Owner,Manual,2023,19.4,999.0,999.0,11398.0,15.62,0,0.8051546391752578
260,2018 Toyota Innova Crysta 2.7 ZX AT BSIV,2018,Comprehensive,Petrol,7,42000,First Owner,Automatic,2018,10.75,2694.0,2694.0,1637.0,17.9,0,1.6651162790697673
262,2018 Tata Tiago 1.05 Revotorq XT,2018,Comprehensive,Diesel,5,42462,First Owner,Manual,2018,27.28,1047.0,1047.0,69.0,4.3,0,0.15762463343108504
264,2021 Mahindra Alturas G4 4X4 AT,2021,Third Party insurance,Diesel,7,30000,First Owner,Automatic,2021,12.05,2157.0,2157.0,17849.0,24.75,0,2.0539419087136928
265,2012 Hyundai i20 Magna,2012,Comprehensive,Petrol,5,96660,First Owner,Manual,2012,18.5,1197.0,1197.0,8285.0,2.47,0,0.13351351351351354
267,2014 Hyundai Grand i10 Asta,2014,Comprehensive,Petrol,5,38963,First Owner,Manual,2014,18.9,1197.0,1197.0,82.0,4.13,0,0.21851851851851853
270,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,Comprehensive,Petrol,5,63249,First Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.59,0,0.24285714285714285
273,2016 Maruti Ertiga ZXI Plus,2016,Comprehensive,Petrol,7,82000,First Owner,Manual,2016,19.01,1462.0,1462.0,10326.0,7.49,0,0.39400315623356125
274,2019 Maruti Ciaz 1.4 Sigma,2019,Comprehensive,Petrol,5,38000,First Owner,Manual,2019,20.73,1373.0,1373.0,911.0,6.75,0,0.3256150506512301
275,2020 Kia Carnival Prestige,2020,Third Party insurance,Diesel,7,40500,First Owner,Automatic,2020,14.11,2199.0,2199.0,19726.0,25.25,0,1.7895109851169384
276,2020 Kia Sonet GTX Plus Diesel BSVI,2020,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493.0,9863.0,9863.0,240.0,11.55,0,0.0077361018084393844
277,2015 Hyundai i10 Sportz,2015,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20.36,1197.0,1197.0,789.0,3.02,0,0.14833005893909626
278,2018 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,7.25,0,0.4142857142857143
279,2020 Renault KWID 1.0 RXL BSVI,2020,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999.0,6706.0,6706.0,91.0,3.88,0,0.003883883883883884
280,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,10.5,0,0.5177514792899408
281,2020 Mercedes-Benz E-Class Exclusive E 220d,2020,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16.1,1950.0,1950.0,1917.0,44.5,0,2.763975155279503
282,2018 Volvo S90 D4 Momentum BSIV,2018,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18.0,1969.0,1969.0,190.0,33.0,0,1.8333333333333333
283,2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,4.11,0,0.21518324607329842
284,2017 BMW X3 xDrive20d xLine,2017,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18.56,1995.0,1995.0,190.0,29.9,0,1.6109913793103448
285,2022 Mahindra Thar LX 4-Str Convert Top AT BSVI,2022,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15.2,1997.0,1997.0,150.0,16.01,0,1.0532894736842107
287,2017 Land Rover Discovery Sport Petrol HSE 7S,2017,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12.81,1997.0,1997.0,23736.0,32.5,0,2.5370804059328647
288,2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.52,0,0.2967741935483871
289,2017 BMW X1 sDrive 20d xLine,2017,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.95,0,0.9647001934235977
291,2018 Ford Ecosport 1.5 Diesel Titanium,2018,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21.7,1498.0,1498.0,9896.0,7.99,0,0.36820276497695853
292,2013 Mercedes-Benz B Class B180 Sports,2013,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11.9,1595.0,1595.0,1207.0,12.45,0,1.0462184873949578
293,2016 Ford Ecosport 1.5 Petrol Titanium AT,2016,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14.7,1496.0,1496.0,12069.0,6.49,0,0.44149659863945584
294,2020 Kia Sonet GTX Plus Diesel BSVI,2020,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493.0,9863.0,9863.0,240.0,11.55,0,0.0077361018084393844
295,2015 Hyundai i10 Sportz,2015,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20.36,1197.0,1197.0,789.0,3.02,0,0.14833005893909626
296,2018 Honda WR-V i-VTEC VX,2018,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17.5,1199.0,1199.0,887.0,7.25,0,0.4142857142857143
297,2020 Renault KWID 1.0 RXL BSVI,2020,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999.0,6706.0,6706.0,91.0,3.88,0,0.003883883883883884
298,2018 Land Rover Discovery Sport Petrol HSE 7S,2018,Comprehensive,Petrol,7,72000,Second Owner,Automatic,2018,12.81,1997.0,1997.0,23736.0,49.5,0,3.8641686182669788
299,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,2021,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20.28,998.0,998.0,11841.0,10.5,0,0.5177514792899408
300,2020 Mercedes-Benz E-Class Exclusive E 220d,2020,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16.1,1950.0,1950.0,1917.0,44.5,0,2.763975155279503
301,2018 Volvo S90 D4 Momentum BSIV,2018,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18.0,1969.0,1969.0,190.0,33.0,0,1.8333333333333333
302,2014 Maruti Swift Dzire VXI,2014,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19.1,1197.0,1197.0,858.0,4.11,0,0.21518324607329842
303,2017 BMW X3 xDrive20d xLine,2017,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18.56,1995.0,1995.0,190.0,29.9,0,1.6109913793103448
304,2022 Mahindra Thar LX 4-Str Convert Top AT BSVI,2022,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15.2,1997.0,1997.0,150.0,16.01,0,1.0532894736842107
306,2017 Land Rover Discovery Sport Petrol HSE 7S,2017,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12.81,1997.0,1997.0,23736.0,32.5,0,2.5370804059328647
307,2017 Hyundai i20 Sportz 1.2,2017,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18.6,1197.0,1197.0,8183.0,5.52,0,0.2967741935483871
308,2017 BMW X1 sDrive 20d xLine,2017,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20.68,1995.0,1995.0,188.0,19.95,0,0.9647001934235977
310,2018 Ford Ecosport 1.5 Diesel Titanium,2018,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21.7,1498.0,1498.0,9896.0,7.99,0,0.36820276497695853
311,2013 Mercedes-Benz B Class B180 Sports,2013,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11.9,1595.0,1595.0,1207.0,12.45,0,1.0462184873949578
312,2016 Ford Ecosport 1.5 Petrol Titanium AT,2016,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14.7,1496.0,1496.0,12069.0,6.49,0,0.44149659863945584
313,2021 Audi Q2 Premium Plus I,2021,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984.0,18774.0,18774.0,320.0,26.5,0,0.013356854838709678
314,2011 Maruti Swift Dzire 1.2 Vxi BSIV,2011,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17.5,1197.0,1197.0,858.0,2.37,0,0.13542857142857143
315,2018 Maruti Baleno 1.2 Alpha,2018,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,6.4,0,0.2990654205607477
316,2019 Toyota Innova Crysta 2.4 VX MT,2019,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13.68,2393.0,2393.0,14751.0,18.75,0,1.3706140350877194
317,2019 BMW 5 Series 520d Luxury Line,2019,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,41.5,0,2.037309769268532
318,2019 Maruti Baleno Delta,2019,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,5.12,0,0.24369347929557353
319,2014 Hyundai Elantra SX,2014,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16.3,1797.0,1797.0,1475.0,4.95,0,0.30368098159509205
320,2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,4.31,0,0.22804232804232805
322,2018 Audi A3 35 TDI Premium Plus,2018,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20.38,1968.0,1968.0,143.0,20.0,0,0.9813542688910697
323,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.88,0,0.002885771543086172
326,2019 Mercedes-Benz CLA Urban Sport 200d,2019,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17.9,2143.0,2143.0,1341.0,26.9,0,1.5027932960893855
328,2020 Ford Endeavour Titanium Plus 4X4 AT,2020,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12.4,1996.0,1996.0,16762.0,33.5,0,2.7016129032258065
329,2021 Audi Q2 Premium Plus I,2021,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984.0,18774.0,18774.0,320.0,26.5,0,0.013356854838709678
330,2011 Maruti Swift Dzire 1.2 Vxi BSIV,2011,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17.5,1197.0,1197.0,858.0,2.37,0,0.13542857142857143
331,2019 Hyundai Venue SX Turbo,2019,Comprehensive,Petrol,5,28194,First Owner,Manual,2019,18.27,998.0,998.0,11835.0,9.03,0,0.49425287356321834
332,2019 BMW 5 Series 530i M Sport,2019,Comprehensive,Petrol,5,34500,First Owner,Automatic,2019,15.01,1998.0,1998.0,24808.0,52.0,0,3.46435709526982
333,2019 Mercedes-Benz E-Class Exclusive E 220 d BSIV,2019,Zero Dep,Diesel,5,50605,Second Owner,Automatic,2019,16.1,1950.0,1950.0,1917.0,39.9,0,2.4782608695652173
334,2018 Maruti Baleno 1.2 Alpha,2018,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21.4,1197.0,1197.0,831.0,6.4,0,0.2990654205607477
335,2019 Toyota Innova Crysta 2.4 VX MT,2019,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13.68,2393.0,2393.0,14751.0,18.75,0,1.3706140350877194
336,2019 BMW 5 Series 520d Luxury Line,2019,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20.37,1995.0,1995.0,18774.0,41.5,0,2.037309769268532
337,2019 Maruti Baleno Delta,2019,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21.01,1197.0,1197.0,8180.0,5.12,0,0.24369347929557353
338,2014 Hyundai Elantra SX,2014,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16.3,1797.0,1797.0,1475.0,4.95,0,0.30368098159509205
339,2016 Hyundai Grand i10 Sportz,2016,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18.9,1197.0,1197.0,82.0,4.31,0,0.22804232804232805
341,2018 Audi A3 35 TDI Premium Plus,2018,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20.38,1968.0,1968.0,143.0,20.0,0,0.9813542688910697
342,2013 Maruti Wagon R VXi BSII,2013,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998.0,671.0,671.0,90.0,2.88,0,0.002885771543086172
345,2019 Mercedes-Benz CLA Urban Sport 200d,2019,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17.9,2143.0,2143.0,1341.0,26.9,0,1.5027932960893855
347,2020 Ford Endeavour Titanium Plus 4X4 AT,2020,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12.4,1996.0,1996.0,16762.0,33.5,0,2.7016129032258065
348,2017 Audi Q7 3.0 TDI Quattro Technology,2017,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,12.07,2967.0,2967.0,2414.0,40.0,0,3.3140016570008286
349,2015 Hyundai Creta 1.6 Gamma SX Plus,2015,Comprehensive,Petrol,5,49341,First Owner,Manual,2015,15.29,1591.0,1591.0,1213.0,8.42,0,0.5506867233485939
350,2018 Isuzu MU-X 4X2,2018,Comprehensive,Diesel,7,55000,First Owner,Automatic,2018,13.8,2999.0,2999.0,175.0,18.95,0,1.3731884057971013
351,2019 Hyundai Creta 1.4 S,2019,Comprehensive,Diesel,5,55861,First Owner,Manual,2019,22.1,1396.0,1396.0,887.0,10.27,0,0.46470588235294114
352,2018 Land Rover Discovery HSE 3.0 Si6,2018,Third Party insurance,Petrol,7,76000,Second Owner,Automatic,2018,9.17,2995.0,2995.0,33525.0,49.5,0,5.39803707742639
353,2018 Toyota Innova Crysta 2.4 G MT,2018,Comprehensive,Diesel,7,68000,First Owner,Manual,2018,13.68,2393.0,2393.0,14751.0,14.25,0,1.0416666666666667
354,2014 Honda Amaze VX i-VTEC,2014,Comprehensive,Petrol,5,52565,First Owner,Manual,2014,17.8,1198.0,1198.0,867.0,4.17,0,0.2342696629213483
355,2018 Volvo S90 D4 Momentum,2018,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,18.0,1969.0,1969.0,190.0,29.55,0,1.6416666666666666
356,2017 Audi Q7 45 TDI Quattro Technology,2017,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,14.75,2967.0,2967.0,245.0,40.0,0,2.711864406779661
357,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,Comprehensive,Petrol,5,73074,First Owner,Manual,2019,18.9,1197.0,1197.0,8186.0,4.93,0,0.2608465608465608
358,2019 Tata Harrier XZ,2019,Third Party insurance,Diesel,5,45000,First Owner,Manual,2019,16.35,1956.0,1956.0,16767.0,13.75,0,0.8409785932721712
359,2014 Hyundai Grand i10 Magna,2014,Comprehensive,Petrol,5,90995,First Owner,Manual,2014,1197.0,82.0,82.0,114.0,3.35,0,0.0027986633249791146
362,2014 Maruti Wagon R LXI BS IV,2014,Third Party,Petrol,5,42346,Second Owner,Manual,2014,20.51,998.0,998.0,6704.0,3.01,0,0.14675767918088736
